"CTL"	"dysfunction"
"RPS6KC1"	0	5
"RRAD"	0	0
"RRAS"	0	0
"RRAS2"	0	0
"RRBP1"	0	0
"RREB1"	0	0
"RRN3"	2	4
"RSF1"	0	1
"RTF1"	0	0
"RTKN"	0	1
"RTL3"	0	0
"RTN1"	0	0
"RUNX1T1"	0	0
"RUNX3"	0	0
"RUSC1"	0	1
"RUVBL1"	0	3
"RUVBL2"	0	0
"RXRA"	0	0
"RXRB"	0	0
"RYK"	0	3
"S100A11"	0	1
"S1PR1"	0	0
"S1PR2"	0	0
"S1PR3"	0	0
"S1PR4"	0	0
"SAFB"	0	1
"SALL1"	0	0
"SALL2"	0	0
"SALL4"	0	0
"SAP130"	0	2
"SAP18"	0	0
"SAP30"	0	0
"SAP30L"	0	0
"SARM1"	0	0
"SAV1"	0	0
"SBNO2"	0	0
"SCAI"	0	0
"SCAND2P"	0	0
"SCAP"	0	0
"SCARB1"	0	0
"SCARF1"	0	0
"SCG2"	0	0
"SCG5"	0	0
"SCGB1A1"	0	0
"SCMH1"	3	0
"SCML1"	0	0
"SCML2"	0	0
"SCML4"	0	0
"SCRIB"	1	1
"SCT"	0	0
"SCTR"	1	0
"SDCBP"	0	0
"SDHA"	1	0
"SDHB"	0	0
"SDHC"	0	2
"SDHD"	0	1
"SEC31A"	0	0
"SECTM1"	0	0
"SEL1L"	0	0
"SELE"	0	0
"SELENOS"	0	0
"SEMA4C"	0	0
"SENP1"	0	0
"SEPT6"	0	0
"SERGEF"	0	0
"SERPINB9"	0	0
"SERTAD1"	0	0
"SERTAD2"	0	0
"SET"	0	0
"SETBP1"	0	0
"SETD1A"	0	0
"SETD1B"	0	0
"SETD3"	0	0
"SETD7"	0	0
"SETDB1"	0	1
"SFMBT2"	0	0
"SFPQ"	0	0
"SFSWAP"	0	0
"SGF29"	0	0
"SGK1"	0	0
"SGK2"	0	0
"SGPL1"	0	1
"SGSM1"	2	0
"SGSM2"	0	0
"SGSM3"	1	1
"SH2B1"	1	0
"SH2B3"	0	0
"SH2D1A"	0	0
"SH2D2A"	0	0
"SH2D3A"	1	1
"SH2D3C"	0	0
"SH3BGR"	0	0
"SH3BGRL"	0	0
"SH3BP1"	0	0
"SH3BP2"	0	0
"SH3BP5"	0	0
"SH3RF1"	3	0
"SHANK2"	2	0
"SHB"	0	0
"SHC1"	0	0
"SHC3"	0	0
"SHH"	1	0
"SHISA5"	0	0
"SHOC2"	0	2
"SHOX2"	0	0
"SIGLEC9"	0	0
"SIK2"	0	0
"SIN3A"	0	0
"SIPA1"	0	0
"SIPA1L1"	0	0
"SIPA1L3"	0	0
"SIRPB1"	0	0
"SIRPG"	0	0
"SIRT1"	0	1
"SIRT3"	2	0
"SIRT4"	0	0
"SIRT5"	0	2
"SIT1"	0	0
"SIX1"	1	0
"SIX2"	0	0
"SIX3"	0	0
"SIX4"	1	2
"SKAP1"	0	0
"SKAP2"	0	0
"SLA"	0	0
"SLA2"	0	0
"SLAMF1"	0	0
"SLC11A1"	0	0
"SLC12A2"	1	1
"SLC30A9"	0	4
"SLC44A2"	1	0
"SLC9A1"	0	0
"SLIRP"	0	2
"SLIT2"	0	0
"SLK"	0	1
"SLTM"	0	2
"SMAD5"	0	1
"SMAD6"	0	0
"SMAD7"	1	0
"SMAD9"	0	0
"SMAP1"	0	1
"SMAP2"	0	0
"SMARCA1"	1	3
"SMARCA2"	0	0
"SMARCA4"	0	1
"SMARCC1"	0	1
"SMARCC2"	0	0
"SMARCD2"	0	1
"SMARCD3"	0	0
"SMC1A"	1	2
"SMC3"	0	2
"SMURF1"	0	0
"SMURF2"	0	0
"SMYD1"	0	0
"SNAI1"	0	0
"SNAI2"	0	0
"SNAI3"	0	0
"SNAPC1"	0	0
"SNAPC5"	0	2
"SNCA"	0	0
"SNF8"	0	0
"SNIP1"	0	0
"SNW1"	0	3
"SNX13"	0	0
"SNX17"	0	0
"SNX27"	0	0
"SNX6"	0	2
"SOCS1"	0	0
"SOCS2"	0	0
"SOCS3"	0	0
"SOD1"	2	1
"SOD2"	0	0
"SORBS1"	0	0
"SORCS2"	0	0
"SORL1"	2	0
"SORT1"	0	0
"SOX10"	0	0
"SOX12"	1	1
"SOX13"	0	0
"SOX14"	0	0
"SOX17"	0	0
"SOX18"	0	0
"SOX21"	0	0
"SOX3"	0	0
"SOX4"	1	1
"SOX5"	0	0
"SOX6"	0	0
"SOX7"	0	0
"SOX9"	0	0
"SP100"	0	0
"SP110"	0	0
"SP140"	0	0
"SP2"	0	0
"SP3"	0	2
"SP4"	0	1
"SP5"	0	0
"SP6"	0	0
"SPA17"	0	0
"SPAG5"	0	1
"SPARCL1"	0	0
"SPATA13"	0	0
"SPDEF"	2	1
"SPEN"	0	0
"SPG21"	0	0
"SPHK1"	0	0
"SPI1"	0	0
"SPIB"	0	0
"SPIC"	0	0
"SPN"	0	0
"SPOCK2"	0	0
"SPOCK3"	0	0
"SPRED2"	4	0
"SPRED3"	0	0
"SPRY1"	0	0
"SPRY2"	1	0
"SPRY4"	1	0
"SPSB1"	0	0
"SPSB3"	1	0
"SPSB4"	0	0
"SPTA1"	0	0
"SRC"	0	0
"SRCAP"	0	0
"SREBF1"	0	0
"SREBF2"	0	0
"SRGAP1"	0	0
"SRI"	0	0
"SRPK1"	0	5
"SRPK2"	0	1
"SRSF3"	0	2
"SRY"	0	0
"SS18"	0	1
"SSBP3"	0	0
"SSRP1"	0	1
"SSTR2"	0	0
"SSTR3"	0	0
"ST18"	0	0
"STAC3"	0	0
"STAG2"	0	1
"STAMBP"	1	3
"STAP1"	0	0
"STARD8"	0	0
"STAT1"	0	0
"STAT2"	0	0
"STAT3"	0	0
"STAT4"	0	0
"STAT5A"	0	0
"STAT5B"	0	0
"STAT6"	0	0
"STC1"	0	0
"STK10"	0	0
"STK17A"	0	0
"STK17B"	0	0
"STK25"	0	0
"STK26"	1	1
"STK3"	0	3
"STK36"	1	0
"STK38L"	0	0
"STK39"	2	1
"STK4"	0	0
"STMN1"	0	1
"STMN2"	0	0
"STMN3"	0	0
"STMN4"	0	0
"STOML3"	0	0
"STRADB"	0	0
"STRN"	0	0
"STRN3"	0	3
"STX2"	0	0
"STXBP4"	1	1
"SUB1"	0	2
"SUCNR1"	0	0
"SUMO1"	0	4
"SUPT16H"	0	1
"SUPT20H"	0	0
"SUPT3H"	0	2
"SUPT6H"	0	0
"SUV39H2"	0	2
"SUZ12"	0	3
"SYDE2"	0	0
"SYK"	0	0
"TACSTD2"	1	0
"TADA1"	1	4
"TADA2A"	0	1
"TADA2B"	0	0
"TADA3"	0	0
"TAF1"	1	1
"TAF11"	0	3
"TAF12"	0	0
"TAF15"	1	0
"TAF1D"	0	2
"TAF2"	0	6
"TAF4"	1	1
"TAF5"	0	1
"TAF6"	0	0
"TAF8"	1	1
"TAF9B"	0	0
"TAGAP"	0	0
"TAL1"	0	0
"TANK"	0	1
"TAOK1"	0	0
"TAOK2"	0	0
"TAOK3"	0	0
"TAPT1"	2	0
"TARBP1"	2	2
"TARBP2"	0	0
"TARDBP"	0	1
"TAS2R1"	0	0
"TAS2R3"	0	0
"TAS2R5"	0	0
"TBC1D1"	0	0
"TBC1D10A"	0	0
"TBC1D10B"	0	0
"TBC1D10C"	0	0
"TBC1D16"	0	0
"TBC1D2"	0	0
"TBC1D20"	0	0
"TBC1D22A"	0	0
"TBC1D24"	1	0
"TBC1D2B"	0	0
"TBC1D31"	0	2
"TBC1D7"	1	1
"TBC1D8"	1	0
"TBC1D8B"	0	1
"TBC1D9"	0	0
"TBCK"	0	0
"TBK1"	0	1
"TBL1X"	0	0
"TBL3"	0	0
"TBP"	0	1
"TBPL1"	0	2
"TBX10"	0	0
"TBX2"	0	0
"TBX21"	0	0
"TBX5"	0	0
"TBXA2R"	0	0
"TBXT"	0	0
"TCEA2"	0	0
"TCEA3"	4	0
"TCEAL2"	1	0
"TCEAL4"	0	0
"TCEANC2"	0	0
"TCERG1"	0	3
"TCF12"	0	0
"TCF20"	1	0
"TCF21"	0	0
"TCF3"	0	0
"TCF4"	0	0
"TCF7"	0	0
"TCF7L2"	1	0
"TCFL5"	0	0
"TCL1A"	0	0
"TDG"	0	5
"TDRD3"	0	0
"TEAD2"	0	0
"TEAD3"	1	0
"TEAD4"	0	0
"TEF"	0	0
"TEK"	0	0
"TERC"	0	0
"TERF1"	0	2
"TERF2"	0	0
"TERF2IP"	0	0
"TESC"	0	0
"TET1"	1	2
"TET2"	0	0
"TEX2"	0	0
"TFAM"	1	4
"TFAP2B"	0	0
"TFAP2C"	1	1
"TFAP2D"	0	0
"TFAP2E"	0	0
"TFB1M"	0	1
"TFB2M"	2	7
"TFCP2"	0	1
"TFCP2L1"	0	0
"TFDP1"	0	2
"TFEB"	0	0
"TFEC"	0	0
"TFPT"	0	0
"TFRC"	0	0
"TG"	0	0
"TGFB1"	0	0
"TGFB3"	0	0
"TGFBR1"	0	0
"TGFBR2"	0	0
"TGFBR3"	0	0
"TGM2"	0	0
"TGS1"	0	2
"THAP1"	0	3
"THAP12"	0	2
"THAP7"	0	0
"THBS1"	0	0
"THEMIS"	0	0
"THOC1"	0	2
"THRA"	0	0
"THRB"	1	0
"THY1"	0	0
"TIAF1"	0	0
"TIAL1"	0	1
"TIAM1"	0	0
"TICAM1"	0	0
"TICAM2"	0	0
"TIE1"	0	0
"TIFA"	0	0
"TIGD1"	1	1
"TIGD2"	0	0
"TIGD3"	0	0
"TIGD6"	1	0
"TIMELESS"	0	1
"TIPIN"	0	1
"TLE2"	1	0
"TLE3"	0	0
"TLE4"	0	0
"TLE6"	1	0
"TLK1"	0	4
"TLK2"	0	3
"TLR1"	0	0
"TLR10"	0	0
"TLR2"	0	0
"TLR3"	0	0
"TLR4"	0	0
"TLR5"	0	0
"TLR6"	0	0
"TLR7"	0	0
"TLR8"	0	0
"TLR9"	0	0
"TLX2"	0	0
"TMED4"	1	0
"TMEM101"	0	1
"TMEM229A"	0	0
"TMF1"	1	1
"TMPO"	0	2
"TMPRSS2"	2	0
"TNFAIP3"	0	0
"TNFAIP6"	0	0
"TNFRSF10C"	0	0
"TNFRSF13B"	0	0
"TNFRSF14"	0	0
"TNFRSF17"	0	0
"TNFRSF18"	0	0
"TNFRSF19"	0	0
"TNFRSF1A"	0	0
"TNFRSF1B"	0	0
"TNFRSF25"	0	0
"TNFRSF4"	0	0
"TNFRSF8"	0	0
"TNFSF10"	0	0
"TNFSF13"	0	0
"TNFSF13B"	0	0
"TNFSF14"	0	0
"TNFSF15"	0	0
"TNFSF4"	0	0
"TNFSF8"	0	0
"TNIK"	0	0
"TNIP2"	0	0
"TNK2"	0	0
"TNNI2"	0	0
"TNP1"	0	0
"TNS2"	0	0
"TNXB"	0	0
"TOB1"	0	0
"TOM1L1"	2	3
"TOP1"	0	0
"TOP2A"	0	1
"TOP2B"	0	1
"TOX2"	0	0
"TP53"	0	1
"TP53BP1"	0	0
"TP53BP2"	1	2
"TP53TG5"	0	0
"TP63"	0	0
"TP73"	0	0
"TPD52L1"	0	0
"TPM3"	0	1
"TPM4"	0	0
"TRADD"	1	0
"TRAF1"	0	0
"TRAF3"	0	0
"TRAF4"	2	1
"TRAF7"	0	0
"TRAFD1"	0	0
"TRAIP"	0	1
"TRAK1"	0	0
"TRAK2"	1	0
"TRAPPC2"	0	0
"TRAT1"	0	0
"TRERF1"	0	0
"TRHDE"	0	0
"TRIAP1"	0	3
"TRIB1"	0	0
"TRIB2"	0	0
"TRIB3"	0	0
"TRIM13"	0	0
"TRIM22"	0	0
"TRIM24"	2	2
"TRIM27"	0	0
"TRIM29"	0	0
"TRIM32"	0	0
"TRIM33"	0	2
"TRIP10"	0	0
"TRIP11"	0	0
"TRIP13"	1	1
"TRIP4"	0	1
"TRIP6"	0	0
"TRPS1"	0	0
"TRRAP"	0	0
"TSC1"	0	0
"TSC2"	0	0
"TSC22D1"	0	1
"TSC22D3"	0	0
"TSFM"	0	1
"TSG101"	0	2
"TSHR"	0	0
"TSHZ2"	0	0
"TSHZ3"	0	0
"TSPAN12"	1	0
"TSPAN6"	0	3
"TSPAN8"	0	0
"TTF2"	1	3
"TTK"	0	1
"TTL"	0	0
"TTN"	0	0
"TULP3"	1	0
"TULP4"	0	0
"TUSC3"	0	1
"TWIST1"	0	0
"TWIST2"	0	0
"TXK"	0	0
"TXN"	0	0
"TXNDC17"	0	1
"TXNIP"	0	0
"TXNRD1"	0	0
"TYMS"	0	1
"TYROBP"	0	0
"U2AF1"	1	0
"U2AF2"	0	1
"UBASH3A"	0	0
"UBB"	0	0
"UBE2C"	0	1
"UBE2D1"	0	1
"UBE2I"	2	0
"UBE2L3"	0	1
"UBE2N"	0	2
"UBN1"	0	0
"UBR5"	0	2
"UHRF1"	0	1
"UIMC1"	0	0
"ULK1"	1	0
"UNC13B"	1	0
"UNC50"	0	1
"UNC5A"	0	0
"UNC5B"	0	0
"UNC5CL"	0	0
"USF2"	0	0
"USP16"	0	1
"USP20"	0	0
"USP21"	0	1
"USP22"	0	0
"USP6NL"	0	1
"USP8"	0	1
"UTP11"	1	5
"VAC14"	0	0
"VAPA"	0	1
"VAPB"	1	2
"VAV1"	0	0
"VAV3"	0	0
"VAX2"	0	0
"VDR"	0	0
"VEGFA"	0	0
"VEZF1"	1	0
"VGLL3"	0	0
"VGLL4"	0	0
"VIPR1"	1	0
"VLDLR"	0	0
"VOPP1"	0	0
"VPS25"	0	2
"VPS72"	0	3
"VSX1"	0	0
"VSX2"	0	0
"WASL"	1	1
"WDR12"	0	5
"WDR77"	0	2
"WDR90"	1	0
"WDTC1"	0	0
"WFS1"	0	0
"WISP1"	0	0
"WISP2"	0	0
"WLS"	0	0
"WNK1"	0	0
"WNK2"	0	0
"WNK3"	0	0
"WNT1"	0	0
"WNT2"	0	0
"WNT4"	0	0
"WNT5A"	0	0
"WSB1"	0	0
"WSB2"	0	1
"WT1"	0	0
"WWC1"	1	0
"WWOX"	0	0
"WWP1"	0	3
"XBP1"	0	0
"XPC"	0	0
"XPO1"	1	3
"XPR1"	1	1
"XRCC6"	0	0
"YAF2"	0	0
"YAP1"	1	1
"YARS"	0	0
"YBX1"	0	1
"YEATS2"	0	0
"YEATS4"	0	4
"YOD1"	0	1
"YPEL5"	0	0
"YWHAE"	0	1
"YWHAG"	0	1
"YWHAH"	0	0
"YWHAQ"	0	4
"YY1"	0	2
"YY1AP1"	0	0
"ZAP70"	0	0
"ZBBX"	0	0
"ZBED1"	0	0
"ZBED2"	0	0
"ZBED3"	0	0
"ZBED4"	1	1
"ZBED9"	1	1
"ZBTB1"	0	1
"ZBTB10"	0	0
"ZBTB12"	0	0
"ZBTB16"	0	0
"ZBTB18"	2	0
"ZBTB2"	0	0
"ZBTB21"	0	1
"ZBTB22"	0	0
"ZBTB24"	0	0
"ZBTB25"	0	0
"ZBTB3"	0	0
"ZBTB32"	0	0
"ZBTB33"	0	2
"ZBTB34"	0	0
"ZBTB37"	0	0
"ZBTB4"	0	0
"ZBTB41"	2	4
"ZBTB43"	0	0
"ZBTB44"	0	0
"ZBTB47"	0	0
"ZBTB48"	1	0
"ZBTB7B"	1	0
"ZBTB7C"	0	0
"ZBTB8A"	1	0
"ZBTB9"	0	1
"ZC3H11A"	0	0
"ZC3H12A"	0	0
"ZC3H12D"	0	0
"ZC3H14"	0	3
"ZC3H15"	0	4
"ZC3H3"	0	0
"ZC3H6"	1	0
"ZC3H7A"	1	0
"ZC3H7B"	0	0
"ZC3H8"	1	3
"ZC3HAV1"	0	0
"ZC3HAV1L"	1	2
"ZC3HC1"	0	1
"ZCCHC10"	0	1
"ZCCHC14"	2	0
"ZCCHC2"	0	0
"ZCCHC24"	0	0
"ZCCHC8"	0	1
"ZCRB1"	0	0
"ZCWPW1"	0	0
"ZDHHC1"	0	0
"ZDHHC11"	0	0
"ZDHHC13"	0	1
"ZDHHC14"	0	0
"ZDHHC16"	1	0
"ZDHHC17"	0	1
"ZDHHC18"	0	0
"ZDHHC2"	0	0
"ZDHHC21"	0	0
"ZDHHC23"	0	0
"ZDHHC3"	0	0
"ZDHHC4"	0	1
"ZDHHC6"	0	2
"ZDHHC7"	0	0
"ZDHHC8"	1	0
"ZDHHC9"	1	1
"ZEB2"	0	0
"ZFAND1"	0	4
"ZFAND2A"	0	0
"ZFAND2B"	0	0
"ZFAND3"	0	0
"ZFAND5"	0	0
"ZFAT"	0	0
"ZFC3H1"	0	1
"ZFHX3"	1	0
"ZFP14"	0	0
"ZFP3"	1	0
"ZFP30"	0	0
"ZFP36"	0	0
"ZFP36L2"	0	0
"ZFP41"	0	0
"ZFP62"	1	1
"ZFP64"	1	3
"ZFP69"	0	0
"ZFP69B"	0	1
"ZFPL1"	0	0
"ZFR"	0	3
"ZFX"	0	1
"ZFYVE16"	1	1
"ZFYVE21"	0	0
"ZFYVE26"	0	0
"ZFYVE28"	0	0
"ZFYVE9"	0	0
"ZGLP1"	0	0
"ZHX2"	0	0
"ZIK1"	0	1
"ZKSCAN1"	1	2
"ZKSCAN2"	0	0
"ZKSCAN3"	0	0
"ZKSCAN5"	0	1
"ZMAT1"	0	0
"ZMAT3"	0	0
"ZMIZ1"	0	0
"ZMYM1"	1	1
"ZMYM2"	0	2
"ZMYM3"	1	0
"ZMYM4"	1	3
"ZMYND10"	0	0
"ZMYND11"	0	0
"ZMYND12"	0	0
"ZMYND15"	0	0
"ZMYND19"	0	0
"ZMYND8"	1	0
"ZNF101"	0	0
"ZNF106"	0	0
"ZNF107"	0	0
"ZNF114"	0	0
"ZNF117"	2	0
"ZNF12"	0	0
"ZNF121"	0	1
"ZNF124"	1	0
"ZNF133"	1	0
"ZNF134"	0	1
"ZNF136"	0	0
"ZNF138"	0	1
"ZNF14"	0	0
"ZNF141"	0	0
"ZNF146"	0	2
"ZNF148"	0	1
"ZNF16"	0	0
"ZNF160"	0	0
"ZNF165"	0	3
"ZNF174"	0	1
"ZNF182"	0	0
"ZNF184"	1	0
"ZNF185"	0	0
"ZNF189"	0	0
"ZNF19"	1	0
"ZNF195"	0	0
"ZNF2"	0	1
"ZNF202"	0	0
"ZNF205"	0	0
"ZNF207"	0	1
"ZNF212"	0	0
"ZNF213"	0	1
"ZNF214"	0	0
"ZNF215"	0	0
"ZNF217"	0	1
"ZNF219"	0	0
"ZNF23"	0	1
"ZNF232"	0	1
"ZNF239"	0	2
"ZNF24"	0	0
"ZNF248"	0	0
"ZNF250"	0	1
"ZNF254"	0	0
"ZNF256"	0	0
"ZNF257"	0	0
"ZNF26"	1	0
"ZNF260"	1	0
"ZNF263"	1	0
"ZNF264"	0	0
"ZNF267"	0	0
"ZNF273"	0	0
"ZNF277"	0	3
"ZNF280B"	0	0
"ZNF280C"	1	2
"ZNF281"	0	2
"ZNF282"	0	1
"ZNF284"	0	0
"ZNF286A"	0	0
"ZNF287"	0	0
"ZNF292"	0	0
"ZNF3"	1	0
"ZNF302"	0	0
"ZNF311"	0	0
"ZNF318"	1	0
"ZNF319"	0	0
"ZNF32"	0	0
"ZNF322"	0	1
"ZNF330"	0	1
"ZNF334"	0	0
"ZNF337"	0	1
"ZNF33A"	0	0
"ZNF33B"	1	0
"ZNF346"	0	0
"ZNF354A"	1	1
"ZNF362"	0	0
"ZNF365"	0	0
"ZNF366"	0	0
"ZNF367"	0	0
"ZNF382"	0	0
"ZNF383"	0	0
"ZNF385A"	0	0
"ZNF385B"	0	0
"ZNF394"	0	0
"ZNF395"	1	0
"ZNF396"	1	1
"ZNF397"	0	0
"ZNF398"	0	0
"ZNF41"	0	2
"ZNF420"	0	0
"ZNF423"	0	0
"ZNF426"	0	0
"ZNF431"	1	0
"ZNF432"	0	0
"ZNF436"	1	0
"ZNF438"	0	0
"ZNF440"	0	0
"ZNF443"	0	0
"ZNF444"	1	0
"ZNF446"	0	0
"ZNF462"	1	0
"ZNF467"	0	0
"ZNF468"	1	2
"ZNF469"	0	0
"ZNF473"	0	0
"ZNF48"	0	0
"ZNF483"	0	0
"ZNF484"	0	0
"ZNF486"	0	0
"ZNF488"	0	0
"ZNF496"	0	0
"ZNF500"	0	0
"ZNF507"	0	1
"ZNF512"	0	0
"ZNF512B"	1	0
"ZNF514"	0	0
"ZNF516"	0	0
"ZNF517"	0	0
"ZNF519"	0	0
"ZNF530"	0	0
"ZNF540"	0	0
"ZNF544"	0	0
"ZNF546"	0	0
"ZNF550"	0	0
"ZNF552"	0	1
"ZNF554"	0	0
"ZNF558"	0	1
"ZNF559"	0	1
"ZNF562"	0	0
"ZNF563"	0	0
"ZNF564"	0	0
"ZNF565"	0	1
"ZNF566"	0	0
"ZNF567"	0	0
"ZNF568"	0	0
"ZNF57"	0	0
"ZNF572"	0	0
"ZNF573"	0	0
"ZNF580"	0	0
"ZNF581"	0	0
"ZNF582"	1	0
"ZNF586"	0	0
"ZNF587"	0	0
"ZNF593"	0	1
"ZNF594"	0	0
"ZNF596"	0	0
"ZNF597"	0	0
"ZNF598"	0	0
"ZNF599"	0	0
"ZNF605"	0	0
"ZNF606"	1	0
"ZNF607"	0	0
"ZNF608"	1	0
"ZNF609"	0	0
"ZNF610"	0	0
"ZNF611"	0	0
"ZNF615"	0	0
"ZNF618"	0	0
"ZNF620"	0	0
"ZNF622"	0	0
"ZNF623"	0	0
"ZNF627"	0	0
"ZNF629"	0	0
"ZNF630"	0	1
"ZNF638"	0	1
"ZNF639"	0	2
"ZNF652"	0	0
"ZNF658"	0	0
"ZNF664"	0	1
"ZNF665"	0	0
"ZNF669"	0	0
"ZNF670"	0	2
"ZNF671"	0	0
"ZNF672"	0	1
"ZNF677"	0	0
"ZNF680"	2	2
"ZNF681"	0	2
"ZNF682"	0	0
"ZNF683"	0	0
"ZNF687"	1	0
"ZNF688"	0	0
"ZNF69"	0	0
"ZNF691"	1	0
"ZNF692"	2	1
"ZNF696"	1	0
"ZNF697"	0	0
"ZNF7"	1	0
"ZNF70"	0	0
"ZNF704"	2	0
"ZNF706"	0	0
"ZNF709"	0	0
"ZNF710"	0	0
"ZNF711"	0	0
"ZNF720"	0	0
"ZNF721"	0	0
"ZNF74"	4	1
"ZNF747"	0	0
"ZNF750"	3	0
"ZNF75A"	0	0
"ZNF75D"	0	0
"ZNF76"	1	0
"ZNF763"	0	0
"ZNF764"	1	1
"ZNF768"	0	0
"ZNF77"	0	1
"ZNF774"	1	0
"ZNF777"	0	0
"ZNF778"	1	0
"ZNF782"	0	0
"ZNF784"	0	0
"ZNF785"	0	0
"ZNF786"	1	2
"ZNF789"	0	0
"ZNF79"	0	0
"ZNF8"	1	1
"ZNF80"	0	0
"ZNF804A"	0	0
"ZNF821"	0	0
"ZNF823"	0	1
"ZNF826P"	0	0
"ZNF827"	0	0
"ZNF831"	0	0
"ZNF835"	0	0
"ZNF839"	1	0
"ZNF84"	0	2
"ZNF843"	0	0
"ZNF862"	0	0
"ZNF92"	1	2
"ZNFX1"	0	0
"ZNHIT3"	0	6
"ZNHIT6"	0	1
"ZRANB1"	0	0
"ZRANB2"	0	1
"ZRANB3"	1	1
"ZSCAN10"	0	0
"ZSCAN12"	0	1
"ZSCAN16"	0	2
"ZSCAN18"	0	0
"ZSCAN2"	1	0
"ZSCAN20"	0	0
"ZSCAN21"	0	0
"ZSCAN23"	1	0
"ZSCAN30"	0	0
"ZSCAN31"	1	0
"ZSCAN32"	1	0
"ZSCAN4"	0	0
"ZSCAN5A"	0	0
"ZSCAN9"	0	0
"ZSWIM5"	3	1
"ZSWIM6"	0	0
"ZUP1"	0	1
"ZWINT"	0	1
"ZXDB"	0	1
"ZXDC"	0	0
"ZYX"	0	0
"ZZEF1"	0	0
"ZZZ3"	0	3
"AATF"	0	0
"ABCG4"	0	0
"ABL1"	0	0
"ABR"	0	0
"ABRAXAS1"	0	0
"ABT1"	0	1
"ACSL6"	0	0
"ACTN2"	0	0
"ACVR2A"	0	0
"ADAM9"	0	1
"ADAMTS1"	0	0
"ADGRL2"	0	0
"ADRA1B"	0	0
"ADRA2B"	0	0
"ADRB3"	0	0
"AFF3"	0	0
"AFP"	0	1
"AGFG1"	0	2
"AGPAT2"	0	0
"AGRP"	0	0
"AIDA"	0	2
"AKAP11"	0	0
"AKAP8"	0	0
"AKT1S1"	0	0
"ALDH1A2"	0	0
"ALX1"	0	0
"ANGPTL3"	0	0
"ANK1"	0	0
"ANKRD1"	0	0
"AP3S1"	0	0
"APAF1"	0	1
"APPL1"	0	1
"APPL2"	0	0
"ARF4"	0	0
"ARF5"	0	1
"ARF6"	0	1
"ARFGAP3"	0	0
"ARFGEF2"	0	3
"ARFIP2"	0	0
"ARFRP1"	0	0
"ARHGAP19"	0	0
"ARHGAP21"	0	1
"ARHGAP27"	0	0
"ARHGAP28"	0	0
"ARHGAP33"	0	0
"ARHGDIG"	0	0
"ARHGEF10L"	0	0
"ARHGEF2"	0	0
"ARID3B"	0	0
"ARL1"	0	4
"ARR3"	0	0
"ASB1"	0	0
"ASB12"	0	0
"ASB7"	0	0
"ASB8"	0	0
"ASCC1"	0	1
"ASCC3"	0	3
"ASCL3"	0	0
"ASIC1"	0	0
"ASXL3"	0	0
"ATF1"	0	4
"ATF2"	0	2
"ATM"	0	0
"ATN1"	0	0
"ATP6AP2"	0	1
"ATR"	0	2
"AVP"	0	0
"AVPR1B"	0	0
"BABAM2"	0	0
"BAD"	0	1
"BAG4"	0	1
"BAZ1A"	0	0
"BBX"	0	1
"BCAR1"	0	0
"BCL2L10"	0	0
"BCL2L11"	0	0
"BCL2L2"	0	0
"BCL6"	0	0
"BCL9L"	0	0
"BDP1"	0	0
"BMI1"	0	0
"BMP10"	0	0
"BMP15"	0	0
"BMP7"	0	0
"BMPR2"	0	1
"BMX"	0	0
"BNC2"	0	0
"BRAP"	0	0
"BRF2"	0	0
"BRPF1"	0	0
"BTAF1"	0	1
"BZW1"	0	3
"CABP5"	0	0
"CACNA1I"	0	0
"CACNB4"	0	0
"CAMK2A"	0	0
"CAMTA2"	0	0
"CAPN15"	0	0
"CARD11"	0	0
"CARTPT"	0	0
"CAV3"	0	0
"CBL"	0	0
"CBLC"	0	0
"CBX6"	0	0
"CC2D1A"	0	0
"CCKBR"	0	0
"CCL1"	0	0
"CCN5"	0	0
"CCNK"	0	0
"CCR8"	0	0
"CD164"	0	1
"CDH13"	0	0
"CDK5"	0	1
"CDK5R1"	0	0
"CDK8"	0	2
"CDKN2AIP"	0	1
"CDKN2B"	0	0
"CDX2"	0	0
"CDX4"	0	0
"CENPB"	0	0
"CGGBP1"	0	0
"CHD1"	0	0
"CHD5"	0	0
"CHD9"	0	0
"CHRM2"	0	0
"CHRM5"	0	0
"CHRNA1"	0	0
"CHRNA2"	0	0
"CHRNA3"	0	0
"CHRNA4"	0	0
"CHRNA6"	0	0
"CHRNB2"	0	0
"CHRND"	0	0
"CIC"	0	0
"CIDEA"	0	0
"CIR1"	0	0
"CITED1"	0	0
"CLCN6"	0	0
"CLEC4M"	0	0
"CLOCK"	0	0
"CLTCL1"	0	0
"CNOT2"	0	1
"CNR2"	0	0
"CNTF"	0	0
"CNTFR"	0	0
"COPS3"	0	4
"CREB1"	0	0
"CREB5"	0	0
"CREBRF"	0	0
"CRHR1"	0	0
"CRHR2"	0	0
"CRK"	0	1
"CRTC2"	0	0
"CSDC2"	0	0
"CSDE1"	0	1
"CSNK1G2"	0	0
"CSNK2A1"	0	0
"CSNK2B"	0	0
"CTCFL"	0	1
"DAB1"	0	0
"DAP"	0	1
"DBP"	0	0
"DCDC2B"	0	0
"DDX20"	0	1
"DDX3X"	0	1
"DERL1"	0	2
"DERL2"	0	1
"DGKH"	0	0
"DGKQ"	0	0
"DLG4"	0	0
"DLL1"	0	0
"DLX2"	0	0
"DMRTB1"	0	0
"DMRTC1B"	0	0
"DMRTC2"	0	0
"DMTF1"	0	1
