"CTL"	"dysfunction"
"HOXA3"	0	0
"HOXA5"	0	0
"HOXA9"	0	0
"HOXB2"	0	0
"HOXB4"	0	0
"HOXB6"	0	0
"HOXB7"	0	0
"HOXB8"	0	0
"HOXB9"	0	0
"HOXC10"	0	0
"HOXC13"	0	1
"HOXC4"	0	0
"HOXC8"	0	0
"HOXD1"	1	0
"HOXD10"	0	0
"HPGD"	1	0
"HPGDS"	0	0
"HRH1"	0	0
"HSBP1"	1	0
"HSF1"	0	0
"HSF2"	0	2
"HSF4"	0	0
"HSF5"	0	0
"HSP90AA1"	0	4
"HSP90AB1"	0	1
"HSPA5"	0	1
"HSPB1"	0	0
"HSPD1"	0	3
"HSPE1"	0	5
"HTATSF1"	0	3
"HTR1F"	0	0
"HTR2C"	0	0
"HTR3B"	0	0
"HTR4"	0	0
"HTR5A"	0	0
"HTR6"	0	0
"HTT"	0	0
"HUNK"	1	0
"ICAM1"	0	0
"ICK"	0	0
"ICOSLG"	0	0
"ID2"	0	0
"ID3"	0	0
"ID4"	0	0
"IDH1"	0	2
"IDH2"	0	0
"IFI16"	0	0
"IFI27"	0	0
"IFI6"	0	0
"IFITM1"	0	0
"IFNAR1"	0	0
"IFNG"	0	0
"IFNGR1"	0	0
"IFNLR1"	0	0
"IFT172"	0	0
"IFT57"	1	0
"IFT88"	0	0
"IGBP1"	0	0
"IGF1"	0	0
"IGF1R"	0	0
"IGFBP2"	0	0
"IGFBP6"	0	0
"IGSF6"	0	0
"IKBKB"	0	0
"IKBKE"	0	0
"IKZF1"	0	0
"IKZF2"	0	0
"IKZF3"	0	0
"IKZF5"	0	1
"IL10"	0	0
"IL10RA"	0	0
"IL10RB"	0	0
"IL11RA"	0	0
"IL12RB1"	0	0
"IL12RB2"	0	0
"IL15"	0	0
"IL15RA"	0	0
"IL16"	0	0
"IL17A"	0	0
"IL17F"	0	0
"IL17RA"	0	0
"IL17RD"	0	0
"IL18R1"	0	0
"IL18RAP"	0	0
"IL1A"	0	0
"IL1B"	0	0
"IL1R1"	0	0
"IL1RL2"	0	0
"IL2"	0	0
"IL20RB"	0	0
"IL21"	0	0
"IL21R"	0	0
"IL27RA"	0	0
"IL2RA"	0	0
"IL2RB"	0	0
"IL2RG"	0	0
"IL3RA"	0	0
"IL4R"	0	0
"IL5RA"	0	0
"IL6"	0	0
"IL6R"	0	0
"IL6ST"	0	0
"IL7R"	0	0
"ILF2"	1	5
"ILF3"	0	0
"ILK"	0	0
"IMPA1"	0	4
"IMPA2"	0	0
"ING2"	0	0
"ING5"	1	0
"INHBA"	0	0
"INPP1"	0	0
"INPP5D"	0	0
"INSIG1"	0	0
"INSR"	0	0
"INVS"	0	0
"IPO7"	0	4
"IPO8"	0	0
"IQGAP2"	0	0
"IQGAP3"	0	1
"IQSEC1"	0	0
"IQSEC3"	0	0
"IRAK1"	0	0
"IRAK1BP1"	0	0
"IRAK2"	0	0
"IRAK3"	0	0
"IRAK4"	0	0
"IRF1"	0	0
"IRF2"	0	0
"IRF2BP1"	0	0
"IRF2BP2"	2	0
"IRF4"	0	0
"IRF5"	0	0
"IRF6"	2	1
"IRF7"	0	0
"IRF8"	0	0
"IRF9"	0	0
"IRX1"	0	0
"IRX2"	0	0
"IRX3"	0	0
"IRX4"	0	0
"IRX5"	1	0
"ISL2"	0	0
"ITGA1"	0	0
"ITGA10"	0	0
"ITGA3"	0	0
"ITGA4"	0	0
"ITGA5"	0	0
"ITGA6"	0	0
"ITGA8"	0	0
"ITGA9"	0	0
"ITGAD"	0	0
"ITGAE"	0	0
"ITGAL"	0	0
"ITGAM"	0	0
"ITGAX"	0	0
"ITGB1"	0	0
"ITGB1BP1"	0	0
"ITGB2"	0	0
"ITGB3"	0	0
"ITGB3BP"	0	2
"ITGB4"	0	0
"ITGB7"	0	0
"ITGBL1"	1	0
"ITK"	0	0
"ITPK1"	0	0
"ITPR1"	0	0
"ITPR3"	3	1
"ITSN2"	0	1
"JAG1"	0	0
"JAG2"	0	0
"JAK1"	0	0
"JAK2"	0	0
"JAK3"	0	0
"JAZF1"	0	0
"JDP2"	0	0
"JRKL"	0	1
"JUNB"	0	0
"JUP"	1	0
"KAT2A"	0	0
"KAT2B"	0	0
"KAT5"	0	0
"KAT6B"	0	0
"KAT7"	1	0
"KAT8"	0	0
"KCNH1"	0	0
"KCNH2"	0	0
"KCNH3"	0	0
"KCNIP3"	0	0
"KCNK10"	0	0
"KCTD1"	1	0
"KDM1A"	0	2
"KDM2B"	0	0
"KDM3A"	1	3
"KDM3B"	0	0
"KDM4A"	1	0
"KDM5A"	0	0
"KDM5B"	2	2
"KDM5C"	0	0
"KDM6A"	0	0
"KDR"	0	0
"KEL"	0	0
"KHDRBS1"	0	1
"KHDRBS3"	0	0
"KIAA1324L"	0	0
"KIDINS220"	0	1
"KIF13B"	0	0
"KIF5B"	0	3
"KIR2DL1"	0	0
"KIR2DL4"	0	0
"KIR3DL1"	0	0
"KIT"	0	0
"KLF1"	0	0
"KLF10"	0	0
"KLF12"	0	0
"KLF13"	0	0
"KLF14"	0	0
"KLF15"	0	0
"KLF17"	0	0
"KLF2"	0	0
"KLF3"	0	1
"KLF4"	0	0
"KLF5"	0	0
"KLF6"	0	0
"KLF7"	0	0
"KLF8"	0	0
"KLHL12"	1	1
"KLHL31"	0	0
"KLHL6"	0	0
"KLK6"	0	0
"KLRB1"	0	0
"KLRC3"	0	0
"KLRD1"	0	0
"KLRF1"	0	0
"KLRG1"	0	0
"KMT2E"	0	0
"KMT5B"	2	1
"KNDC1"	0	0
"KRAS"	0	2
"KREMEN1"	0	0
"KREMEN2"	0	0
"KRIT1"	0	2
"KSR2"	2	0
"L1CAM"	0	0
"L3MBTL1"	0	0
"L3MBTL3"	0	0
"LAG3"	0	0
"LANCL1"	0	1
"LANCL2"	0	0
"LASP1"	0	0
"LAT"	0	0
"LAT2"	0	0
"LATS2"	0	0
"LAX1"	0	0
"LBH"	0	0
"LBX1"	0	0
"LCK"	0	0
"LCOR"	0	0
"LCP1"	0	0
"LCP2"	0	0
"LDB1"	0	0
"LDB2"	0	0
"LDLRAP1"	1	0
"LEF1"	0	0
"LEO1"	0	2
"LGALS1"	0	0
"LGALS3BP"	0	1
"LGALS9"	0	0
"LGR4"	2	1
"LGR5"	0	0
"LGR6"	0	0
"LHX1"	0	0
"LHX4"	0	0
"LHX5"	0	0
"LIFR"	0	0
"LILRA1"	0	0
"LILRA2"	0	0
"LILRA3"	0	0
"LILRB2"	0	0
"LILRB3"	0	0
"LILRB4"	0	0
"LILRB5"	0	0
"LIMD1"	0	0
"LITAF"	0	0
"LMCD1"	0	0
"LMO2"	0	0
"LMO3"	1	0
"LMX1B"	0	0
"LPAR1"	0	0
"LPAR2"	0	0
"LPAR4"	0	0
"LPAR5"	0	0
"LPAR6"	0	0
"LPIN2"	1	0
"LPP"	0	0
"LPXN"	0	0
"LRCH4"	0	0
"LRP1"	0	0
"LRP12"	0	1
"LRP5"	1	0
"LRP6"	1	1
"LRPPRC"	0	3
"LRRK1"	0	0
"LRRK2"	0	0
"LRRN3"	0	0
"LSP1"	0	0
"LTA"	0	0
"LTB"	0	0
"LTB4R2"	0	0
"LTK"	0	0
"LY6E"	0	0
"LY96"	0	0
"LYL1"	0	0
"LYN"	0	0
"LZTFL1"	0	0
"LZTS1"	0	0
"M6PR"	0	0
"MACC1"	2	0
"MAF"	0	0
"MAFB"	0	0
"MAGED1"	0	0
"MAGI1"	0	0
"MAGI2"	0	0
"MAGI3"	1	0
"MALT1"	0	0
"MAML1"	0	0
"MAML3"	1	0
"MAMLD1"	0	0
"MAP2K1"	0	1
"MAP2K3"	0	0
"MAP3K11"	0	0
"MAP3K12"	0	0
"MAP3K13"	1	0
"MAP3K14"	0	0
"MAP3K21"	0	2
"MAP3K3"	0	0
"MAP3K5"	0	0
"MAP3K6"	1	0
"MAP3K7"	0	2
"MAP3K8"	0	0
"MAP3K9"	1	0
"MAP4K1"	0	0
"MAP4K3"	0	4
"MAP4K5"	0	2
"MAPK1"	0	0
"MAPK10"	0	0
"MAPK11"	0	0
"MAPK12"	0	0
"MAPK3"	0	0
"MAPK4"	0	0
"MAPK6"	0	3
"MAPK7"	0	0
"MAPK8"	0	0
"MAPK8IP1"	0	0
"MAPK8IP3"	1	0
"MAPK9"	0	0
"MAPKAPK3"	0	0
"MAPKAPK5"	0	1
"MAPRE2"	0	0
"MARCO"	0	0
"MARK2"	0	1
"MAST1"	0	0
"MATK"	0	0
"MAVS"	0	0
"MAX"	0	0
"MAZ"	0	0
"MBD1"	0	0
"MBD2"	0	0
"MBD4"	0	0
"MBIP"	1	0
"MBTD1"	0	2
"MC1R"	0	0
"MC3R"	0	0
"MC4R"	0	0
"MCF2L"	0	0
"MCHR1"	0	0
"MCL1"	0	0
"MCM2"	0	1
"MCM3"	0	2
"MCM4"	0	1
"MCM5"	0	0
"MCM6"	0	1
"MCM7"	0	1
"MCM8"	0	1
"MCTP1"	0	0
"MCTP2"	0	0
"MDC1"	0	0
"MDFI"	0	0
"MDFIC"	0	0
"MEAF6"	0	0
"MECOM"	1	0
"MECP2"	0	0
"MED1"	0	1
"MED10"	0	1
"MED12"	0	0
"MED13"	0	1
"MED13L"	0	0
"MED14"	0	1
"MED16"	0	0
"MED20"	1	3
"MED25"	0	0
"MED26"	0	0
"MED27"	0	0
"MED29"	1	1
"MED9"	0	0
"MEF2A"	0	0
"MEF2B"	0	0
"MEF2C"	0	0
"MEF2D"	0	0
"MEIS3P1"	0	0
"MEN1"	0	2
"MEOX1"	0	0
"MEOX2"	0	0
"MESP1"	1	1
"MESP2"	1	0
"MFN2"	0	0
"MGA"	1	0
"MGLL"	0	0
"MGST2"	0	0
"MIB1"	1	2
"MIB2"	0	0
"MICAL1"	0	0
"MICB"	0	0
"MIF"	0	1
"MITF"	0	0
"MIXL1"	0	0
"MKI67"	0	1
"MKLN1"	0	2
"MKNK1"	0	0
"MKNK2"	0	0
"MLF1"	0	1
"MLLT1"	0	0
"MLLT10"	0	1
"MLLT3"	1	1
"MLST8"	0	1
"MMP14"	0	0
"MMS19"	0	0
"MNAT1"	1	5
"MNDA"	0	0
"MNX1"	0	0
"MOAP1"	0	0
"MORC2"	1	2
"MORF4L1"	0	0
"MORF4L2"	0	3
"MOV10"	0	0
"MPL"	0	0
"MPP1"	0	0
"MPP7"	1	0
"MPZL1"	0	1
"MRAS"	0	0
"MRE11"	0	4
"MRGPRF"	0	0
"MRPL28"	0	0
"MRTFB"	0	0
"MS4A1"	0	0
"MS4A14"	0	0
"MS4A2"	0	0
"MS4A4A"	0	0
"MS4A6A"	0	0
"MS4A7"	0	0
"MS4A8"	0	0
"MSC"	0	0
"MSH2"	0	6
"MSH3"	1	0
"MSL3"	0	0
"MSN"	0	0
"MSRB2"	0	0
"MST1R"	1	1
"MSX2"	0	0
"MT1H"	0	0
"MTA1"	0	0
"MTA3"	0	3
"MTNR1A"	0	0
"MUC1"	2	1
"MUL1"	0	0
"MUTYH"	0	0
"MX1"	0	0
"MXD1"	0	0
"MXD3"	0	0
"MXI1"	1	1
"MYB"	0	0
"MYBBP1A"	0	0
"MYBL1"	0	0
"MYBL2"	0	1
"MYC"	0	0
"MYCN"	0	0
"MYD88"	0	0
"MYF6"	0	0
"MYH11"	0	0
"MYH9"	0	0
"MYLK2"	0	0
"MYO10"	0	0
"MYO1E"	0	0
"MYO6"	3	1
"MYO9A"	0	0
"MYO9B"	0	0
"MYOCD"	0	0
"MYOG"	0	0
"MYT1"	0	0
"NAA15"	0	3
"NAB1"	0	0
"NACA"	0	1
"NAE1"	1	4
"NAMPT"	0	0
"NANOG"	0	0
"NBN"	0	1
"NCK1"	0	0
"NCK2"	0	0
"NCKIPSD"	0	0
"NCOA2"	0	1
"NCOA3"	0	0
"NCOA4"	0	0
"NCOA5"	0	0
"NCOA6"	0	0
"NCOR1"	0	0
"NCOR2"	0	0
"NCR1"	0	0
"NCSTN"	0	0
"NDC80"	0	1
"NDEL1"	0	0
"NDFIP1"	0	0
"NDN"	0	0
"NDRG2"	0	0
"NDST1"	0	0
"NDUFS4"	0	1
"NEDD8"	1	0
"NEDD9"	0	0
"NEK11"	0	0
"NEK4"	0	4
"NELFA"	0	0
"NELFCD"	0	3
"NEO1"	0	0
"NET1"	0	1
"NEUROG1"	0	0
"NEUROG3"	0	0
"NF1"	0	1
"NFAM1"	0	0
"NFAT5"	0	0
"NFATC1"	0	0
"NFATC2"	0	0
"NFATC2IP"	0	0
"NFATC3"	0	0
"NFATC4"	0	0
"NFE2"	0	0
"NFE2L3"	0	0
"NFIA"	1	0
"NFIB"	0	0
"NFIC"	0	0
"NFIL3"	0	0
"NFIX"	0	0
"NFKB1"	0	0
"NFKB2"	0	0
"NFKBIA"	0	0
"NFRKB"	0	1
"NFXL1"	0	4
"NFYA"	0	1
"NFYB"	0	2
"NFYC"	1	0
"NGF"	0	0
"NIF3L1"	1	5
"NISCH"	0	0
"NKD1"	0	0
"NKD2"	0	0
"NKIRAS2"	0	0
"NKRF"	2	1
"NKX2-1"	1	0
"NKX2-5"	0	0
"NKX3-1"	0	0
"NLE1"	0	0
"NLK"	0	0
"NLRC3"	0	0
"NLRC4"	0	0
"NLRP1"	0	0
"NLRP12"	0	0
"NLRP3"	0	0
"NMI"	0	0
"NMRAL1"	0	1
"NMUR1"	0	0
"NOC2L"	0	0
"NOCT"	0	0
"NOD1"	1	0
"NOD2"	0	0
"NOLC1"	0	2
"NONO"	0	1
"NOSTRIN"	0	0
"NOTCH4"	0	0
"NOTO"	0	0
"NPAS1"	0	0
"NPAS3"	0	0
"NPAS4"	0	0
"NPAT"	0	0
"NPBWR1"	0	0
"NPBWR2"	0	0
"NPHP4"	1	0
"NPM1"	0	3
"NPR1"	0	0
"NPR2"	1	0
"NPR3"	0	0
"NPY2R"	0	0
"NR0B2"	0	0
"NR1D2"	0	0
"NR1H2"	0	0
"NR1H3"	0	0
"NR2C1"	0	1
"NR2C2"	0	0
"NR2E3"	0	0
"NR2F2"	0	0
"NR2F6"	2	1
"NR3C2"	2	0
"NR4A3"	0	0
"NR5A2"	0	0
"NRAS"	0	2
"NRBF2"	0	0
"NRGN"	0	0
"NRIP1"	0	0
"NRK"	0	0
"NSD3"	0	0
"NSG2"	0	0
"NSMAF"	0	0
"NSMCE1"	0	0
"NSMCE3"	0	0
"NT5C2"	0	0
"NTRK1"	0	0
"NTRK2"	0	0
"NTS"	0	0
"NTSR1"	0	0
"NUMA1"	0	0
"NUP214"	0	0
"NUP62"	0	0
"OCRL"	1	2
"OLIG1"	0	0
"OMP"	0	0
"ONECUT3"	0	0
"OPHN1"	2	0
"OPTN"	0	0
"OR1C1"	0	0
"OR1J2"	0	0
"OR4C6"	0	0
"OR4D1"	0	0
"OR51E1"	0	0
"OR51E2"	0	0
"OR52N2"	0	0
"ORC2"	0	4
"OSM"	0	0
"OSTF1"	0	0
"OTUD7B"	0	0
"OTX1"	0	0
"OVOL1"	0	0
"OVOL2"	1	2
"OXT"	0	0
"P2RX1"	0	0
"P2RX2"	0	0
"P2RX3"	0	0
"P2RX4"	0	0
"P2RX5"	0	0
"P2RX7"	0	0
"P2RY10"	0	0
"P2RY12"	0	0
"P2RY13"	0	0
"P2RY14"	0	0
"P2RY2"	0	1
"P2RY6"	0	0
"P2RY8"	0	0
"PA2G4"	0	1
"PADI4"	0	0
"PAFAH1B1"	0	0
"PAFAH1B2"	0	0
"PAG1"	0	0
"PAK1IP1"	0	5
"PAK6"	3	1
"PALB2"	1	1
"PAQR7"	0	0
"PARD3"	0	0
"PARK7"	1	0
"PARP1"	0	2
"PARP14"	0	0
"PARP15"	0	0
"PASK"	0	0
"PATJ"	2	0
"PATZ1"	1	1
"PAWR"	0	4
"PAX5"	0	0
"PAX7"	0	0
"PAX8"	0	0
"PAX9"	1	1
"PBRM1"	0	0
"PBX1"	1	0
"PBX2"	1	0
"PBXIP1"	1	0
"PC"	0	1
"PCBD1"	1	1
"PCBD2"	1	0
"PCGF2"	1	0
"PCGF3"	0	0
"PCGF5"	0	0
"PCGF6"	0	2
"PCLO"	1	0
"PCM1"	0	0
"PCNA"	0	1
"PCP2"	0	0
"PCSK1N"	1	0
"PDAP1"	0	0
"PDCD1"	0	0
"PDCD11"	0	0
"PDCD1LG2"	0	0
"PDCD4"	0	0
"PDCD6"	1	1
"PDCL"	0	0
"PDE10A"	0	0
"PDE11A"	0	0
"PDE1A"	0	0
"PDE1B"	0	0
"PDE2A"	0	0
"PDE4A"	0	0
"PDE4B"	0	0
"PDE4D"	0	0
"PDE4DIP"	0	0
"PDE5A"	0	0
"PDE6G"	0	0
"PDE8A"	0	0
"PDE8B"	0	0
"PDE9A"	0	0
"PDGFB"	0	0
"PDGFRA"	0	0
"PDGFRB"	0	0
"PDK1"	0	0
"PDK2"	0	0
"PDK3"	0	0
"PDLIM1"	0	0
"PDPK1"	1	0
"PDPN"	0	0
"PDX1"	0	0
"PDYN"	0	0
"PEBP1"	0	0
"PECAM1"	0	0
"PEG10"	0	0
"PER2"	1	0
"PER3"	0	0
"PEX11A"	3	0
"PEX11B"	1	1
"PEX14"	0	0
"PFDN5"	0	0
"PFKFB1"	0	0
"PFN1"	0	0
"PGAP2"	0	0
"PGBD1"	0	0
"PGRMC2"	0	0
"PHB"	0	2
"PHB2"	0	1
"PHF12"	0	0
"PHF19"	0	1
"PHF2"	0	0
"PHF20"	0	2
"PHF6"	1	2
"PHIP"	0	2
"PHLDA3"	0	0
"PHTF2"	0	1
"PI4KA"	0	0
"PI4KB"	0	0
"PIAS1"	0	0
"PIAS3"	2	1
"PIAS4"	0	0
"PICK1"	0	0
"PIDD1"	1	0
"PIGU"	0	2
"PIK3C2B"	0	0
"PIK3C3"	0	1
"PIK3CD"	0	0
"PIK3CG"	0	0
"PIK3R1"	0	0
"PIK3R2"	1	0
"PILRA"	0	0
"PIM1"	0	0
"PIM2"	0	0
"PIP4K2B"	0	0
"PIP5K1A"	0	0
"PIR"	0	0
"PITPNC1"	0	0
"PITX2"	1	0
"PITX3"	0	0
"PKD2L1"	0	0
"PKDREJ"	0	0
"PKIA"	0	0
"PKIG"	0	0
"PKN2"	0	1
"PKNOX2"	0	0
"PKP1"	0	0
"PLA2G1B"	0	0
"PLA2G4C"	0	0
"PLAG1"	1	0
"PLAGL1"	0	0
"PLAGL2"	0	0
"PLCB2"	0	0
"PLCD1"	0	0
"PLCD3"	0	0
"PLCG2"	0	0
"PLCH1"	2	0
"PLCL1"	0	0
"PLCL2"	0	0
"PLCXD1"	0	0
"PLCXD2"	0	0
"PLD2"	0	0
"PLEK"	0	0
"PLEK2"	0	0
"PLEKHA1"	0	1
"PLEKHB1"	0	0
"PLEKHG2"	0	0
"PLEKHG4"	2	1
"PLEKHG4B"	0	0
"PLEKHH3"	1	0
"PLEKHM1"	0	0
"PLEKHM3"	0	0
"PLK2"	0	0
"PLP2"	0	0
"PLPP1"	0	0
"PLPP3"	0	0
"PLXNA2"	2	0
"PLXNB1"	0	0
"PLXNB2"	1	0
"PLXNC1"	0	0
"PLXND1"	0	0
"PMAIP1"	0	0
"PMEPA1"	0	0
"PMF1"	0	1
"PML"	0	0
"PMS2"	0	0
"PNN"	0	2
"PNOC"	0	0
"PNRC1"	0	0
"PNRC2"	0	0
"POGK"	1	1
"POGZ"	0	0
"POLE"	0	1
"POLR2I"	1	1
"POLR2K"	1	4
"POLR2L"	0	0
"POLR3C"	0	2
"POLR3G"	0	1
"POLR3K"	0	4
"POMC"	0	0
"POT1"	0	3
"POU1F1"	0	0
"POU2AF1"	0	0
"POU2F1"	0	0
"POU2F2"	0	0
"POU2F3"	2	0
"POU3F1"	0	0
"POU3F2"	0	0
"POU3F3"	0	0
"POU3F4"	0	0
"POU4F1"	0	0
"POU5F1"	0	0
"POU5F1B"	0	0
"POU6F1"	0	0
"POU6F2"	0	1
"PPARD"	0	0
"PPARG"	0	0
"PPARGC1A"	0	0
"PPARGC1B"	0	0
"PPBP"	0	0
"PPFIA1"	0	2
"PPIE"	1	0
"PPM1A"	0	1
"PPP1CB"	0	2
"PPP1R10"	1	0
"PPP1R12A"	0	0
"PPP1R12B"	0	0
"PPP1R13L"	0	1
"PPP1R15A"	0	0
"PPP1R16B"	0	0
"PPP1R1B"	2	0
"PPP1R2C"	0	0
"PPP1R2P1"	0	0
"PPP1R8"	0	1
"PPP2CA"	0	1
"PPP2CB"	0	0
"PPP2R2B"	0	0
"PPP2R5A"	2	0
"PPP2R5E"	0	2
"PPP3CB"	1	1
"PPP4R1"	0	0
"PPRC1"	0	0
"PPT1"	0	0
"PRAM1"	0	0
"PRAME"	0	1
"PRDM1"	0	0
"PRDM12"	0	0
"PRDM16"	3	0
"PRDM4"	0	0
"PRDM6"	0	0
"PRDM8"	0	0
"PRDX1"	0	0
"PRDX2"	0	0
"PRDX3"	0	4
"PRDX4"	0	0
"PREB"	0	0
"PREX1"	0	0
"PREX2"	0	0
"PRKAA1"	0	1
"PRKAA2"	0	0
"PRKAB1"	0	0
"PRKAB2"	0	1
"PRKACB"	0	0
"PRKAR1A"	0	0
"PRKAR2A"	0	0
"PRKAR2B"	0	0
"PRKCA"	0	0
"PRKCB"	0	0
"PRKCD"	0	0
"PRKCE"	1	0
"PRKCG"	0	0
"PRKCH"	0	0
"PRKCI"	0	2
"PRKCQ"	0	0
"PRKCSH"	0	0
"PRKCZ"	0	0
"PRKD2"	0	0
"PRKD3"	0	1
"PRKDC"	0	1
"PRMT1"	0	0
"PRMT2"	0	0
"PRMT5"	0	3
"PRMT6"	0	0
"PRMT7"	0	0
"PROX1"	0	0
"PRPF6"	0	0
"PRSS8"	2	1
"PSD"	0	0
"PSD3"	1	0
"PSD4"	0	0
"PSENEN"	0	0
"PSIP1"	0	1
"PSMC3"	0	1
"PSMC3IP"	0	1
"PSMC5"	0	0
"PSMD9"	0	1
"PSPC1"	0	2
"PSRC1"	1	1
"PSTPIP1"	0	0
"PTAFR"	0	0
"PTCH1"	1	0
"PTCH2"	0	0
"PTEN"	0	0
"PTGDR"	0	0
"PTGER1"	0	0
"PTGER2"	0	0
"PTGER4"	0	0
"PTGFR"	0	0
"PTGIR"	0	0
"PTGIS"	0	0
"PTH1R"	0	0
"PTK2"	2	3
"PTK2B"	0	0
"PTK7"	0	0
"PTN"	0	0
"PTPN1"	0	0
"PTPN11"	0	2
"PTPN2"	0	1
"PTPN22"	0	0
"PTPN6"	0	0
"PTPRB"	0	0
"PTPRC"	0	0
"PTPRE"	0	0
"PTPRF"	1	1
"PTPRG"	0	0
"PTPRJ"	0	0
"PTPRK"	0	1
"PTPRN"	0	0
"PTPRN2"	0	0
"PTPRO"	0	0
"PTPRT"	0	0
"PTPRU"	1	0
"PTTG1"	0	2
"PURA"	0	0
"PWP2"	0	0
"PXN"	0	0
"PYCARD"	0	0
"PYDC1"	0	0
"PYGO2"	0	2
"QKI"	0	0
"RAB10"	0	1
"RAB11A"	0	0
"RAB13"	0	0
"RAB15"	0	0
"RAB17"	1	0
"RAB20"	0	0
"RAB22A"	0	2
"RAB23"	0	0
"RAB25"	2	1
"RAB27A"	0	0
"RAB2B"	0	0
"RAB30"	0	0
"RAB31"	0	0
"RAB32"	0	0
"RAB33A"	0	0
"RAB33B"	0	1
"RAB35"	0	0
"RAB36"	0	0
"RAB38"	0	0
"RAB39B"	0	0
"RAB3A"	0	0
"RAB3B"	0	0
"RAB3D"	0	0
"RAB40B"	3	0
"RAB40C"	2	1
"RAB42"	0	0
"RAB4A"	0	0
"RAB5B"	0	0
"RAB5C"	0	0
"RAB7A"	0	0
"RAB8A"	0	0
"RAB8B"	0	0
"RAB9A"	0	0
"RABEP1"	0	0
"RABGAP1"	0	1
"RABGAP1L"	1	0
"RABIF"	0	2
"RAC2"	0	0
"RAC3"	0	0
"RACGAP1"	0	1
"RAD1"	1	1
"RAD17"	0	1
"RAD21"	0	4
"RAD50"	0	2
"RAD51"	0	1
"RALA"	0	0
"RALB"	0	0
"RALGAPA1"	0	1
"RALGAPA2"	1	0
"RALGAPB"	0	2
"RALGDS"	0	0
"RALGPS1"	3	0
"RAMP2"	0	0
"RAMP3"	0	0
"RAN"	0	3
"RANBP1"	0	1
"RANBP2"	0	2
"RAP1A"	0	0
"RAP1B"	0	0
"RAP1GAP"	3	0
"RAP1GAP2"	0	0
"RAP1GDS1"	0	1
"RAP2A"	0	1
"RAP2B"	0	0
"RAP2C"	0	1
"RAPGEF1"	0	0
"RAPGEF2"	0	0
"RAPGEF3"	1	0
"RAPGEF5"	1	0
"RAPGEFL1"	0	0
"RAPH1"	1	0
"RARB"	0	0
"RARG"	0	0
"RASA3"	0	0
"RASAL3"	0	0
"RASD1"	0	0
"RASD2"	0	0
"RASEF"	0	1
"RASGEF1B"	0	0
"RASGRF1"	0	0
"RASGRP1"	0	0
"RASGRP2"	0	0
"RASGRP3"	0	0
"RASGRP4"	0	0
"RASIP1"	0	0
"RASL11B"	1	0
"RASL12"	0	0
"RASSF1"	0	0
"RASSF10"	0	0
"RASSF2"	0	0
"RASSF4"	0	0
"RASSF6"	0	0
"RASSF7"	1	1
"RAX"	0	0
"RB1"	0	0
"RB1CC1"	0	3
"RBAK"	0	1
"RBBP4"	1	2
"RBBP7"	0	4
"RBBP8"	0	1
"RBL1"	0	0
"RBL2"	0	0
"RBM10"	0	0
"RBM14"	0	0
"RBM15B"	0	0
"RBM39"	0	1
"RBPJL"	0	0
"RBPMS"	0	0
"RBSN"	0	0
"RC3H1"	0	1
"RCAN1"	0	0
"RCAN3"	0	0
"RCBTB1"	0	1
"RCOR1"	0	0
"RCOR3"	4	1
"RELB"	0	0
"RELN"	0	0
"REM1"	0	0
"REN"	0	0
"REPS2"	1	0
"RERE"	0	0
"RFC1"	0	1
"RFC4"	0	1
"RFX1"	0	0
"RFX2"	0	0
"RFXANK"	0	0
"RGL1"	0	0
"RGL2"	1	0
"RGL3"	1	0
"RGL4"	0	0
"RGMA"	0	0
"RGMB"	1	0
"RGN"	0	0
"RGR"	0	0
"RGS1"	0	0
"RGS10"	0	0
"RGS11"	0	0
"RGS12"	0	0
"RGS13"	0	0
"RGS16"	0	0
"RGS17"	0	0
"RGS18"	0	0
"RGS19"	0	0
"RGS2"	0	0
"RGS20"	0	0
"RGS22"	0	0
"RGS3"	0	0
"RGS5"	0	0
"RGS6"	0	0
"RHBDL1"	1	1
"RHBDL2"	0	1
"RHBDL3"	0	0
"RHEB"	0	4
"RHEBL1"	0	0
"RHO"	0	0
"RHOA"	0	0
"RHOB"	0	0
"RHOBTB1"	0	0
"RHOBTB2"	1	0
"RHOF"	0	0
"RHOG"	0	0
"RHOH"	0	0
"RHOJ"	0	0
"RHOQ"	0	0
"RHOT1"	1	2
"RHOT2"	0	0
"RHOU"	0	0
"RHPN2"	0	0
"RIN1"	0	0
"RIN3"	0	0
"RING1"	0	0
"RINT1"	0	5
"RIOX1"	0	0
"RIPK2"	0	0
"RIPK3"	0	0
"RIT1"	1	1
"RLF"	0	0
"RLIM"	0	2
"RND1"	0	0
"RND3"	0	0
"RNF10"	0	0
"RNF138"	0	4
"RNF141"	0	1
"RNF43"	3	1
"ROBO2"	1	0
"ROPN1"	0	0
"ROPN1L"	0	0
"ROR1"	0	0
"ROR2"	0	0
"RORA"	0	0
"RORB"	0	0
"RORC"	2	0
"ROS1"	1	0
"RPH3AL"	0	0
"RPL22"	0	0
"RPL6"	0	2
"RPL7"	0	2
"RPL7L1"	1	3
"RPN1"	0	1
"RPS27A"	1	0
"RPS3"	0	0
"RPS6"	0	0
"RPS6KA1"	0	0
"RPS6KA2"	1	0
"RPS6KA3"	0	2
"RPS6KA4"	0	0
"RPS6KA5"	1	0
"RPS6KA6"	0	0
"RPS6KB1"	0	3
