"CTL"	"dysfunction"
"DRD5"	0	1
"DTX2"	0	0
"DTX3"	0	1
"DVL3"	0	0
"E2F4"	0	0
"EAF1"	0	0
"EBF2"	0	0
"EBF3"	0	0
"EBP"	0	0
"ECD"	0	0
"EDA"	0	1
"EGR4"	0	0
"EHMT1"	0	0
"EID1"	0	0
"EIF2AK3"	0	0
"ELAVL2"	0	0
"ELF1"	0	0
"ELF2"	0	0
"ELK4"	0	0
"ELP2"	0	0
"EMSY"	0	0
"EMX1"	0	1
"ENDOG"	0	0
"ENO1"	0	0
"EPHA5"	0	0
"EPHA7"	0	0
"EPHB1"	0	0
"EPS15"	0	1
"ERCC8"	0	0
"ESRRA"	0	0
"ETS2"	0	1
"ETV1"	0	0
"EVI5"	0	0
"EVI5L"	0	0
"EYA2"	0	0
"EZH1"	0	0
"EZH2"	0	0
"FADD"	0	0
"FADS1"	0	0
"FAM126A"	0	0
"FANCE"	0	0
"FBXO31"	0	1
"FEV"	0	1
"FEZF2"	0	0
"FGF7"	0	0
"FGFR4"	0	1
"FIBP"	0	0
"FIZ1"	0	0
"FLRT1"	0	0
"FLYWCH1"	0	0
"FOXC1"	0	0
"FOXC2"	0	0
"FOXD4L6"	0	0
"FOXH1"	0	0
"FOXI1"	0	0
"FOXJ1"	0	0
"FOXK1"	0	0
"FOXL1"	0	0
"FOXN3"	0	0
"FOXO3"	0	0
"FOXR2"	0	0
"FRS2"	0	0
"GAB2"	0	1
"GABRA3"	0	1
"GABRB3"	0	0
"GABRQ"	0	0
"GABRR2"	0	0
"GALR3"	0	0
"GAPVD1"	0	0
"GATA2"	0	1
"GBX1"	0	1
"GCGR"	0	0
"GCLC"	0	0
"GDF7"	0	1
"GDI1"	0	0
"GDI2"	0	0
"GEM"	0	0
"GFI1B"	0	0
"GIGYF1"	0	0
"GIPR"	0	0
"GLI1"	0	0
"GLIS2"	0	1
"GLMP"	0	0
"GLRA2"	0	0
"GMEB1"	0	0
"GML"	0	0
"GNAO1"	0	1
"GNAQ"	0	0
"GNGT1"	0	0
"GNRHR"	0	0
"GP1BA"	0	1
"GPBP1"	0	0
"GPR1"	0	0
"GPR12"	0	1
"GPR135"	0	1
"GPR153"	0	1
"GPR182"	0	2
"GPR21"	0	0
"GPR27"	0	0
"GPR3"	0	0
"GPR32"	0	0
"GPR50"	0	0
"GPR52"	0	1
"GPR75"	0	0
"GPR78"	0	0
"GPRC5D"	0	1
"GPS1"	0	0
"GPSM1"	0	0
"GRASP"	0	1
"GRIA1"	0	1
"GRID2"	0	0
"GRIK1"	0	1
"GRIK3"	0	0
"GRIK5"	0	1
"GRIN2A"	0	0
"GRIN3B"	0	0
"GRK3"	0	0
"GRM6"	0	0
"GRM7"	0	0
"GRM8"	0	0
"GRPR"	0	1
"GSK3A"	0	0
"GSX1"	0	0
"GTF2E2"	0	0
"GTF2F1"	0	0
"GTF2H2"	0	0
"GTF2I"	0	0
"GTF2IRD2B"	0	1
"GUCA1B"	0	1
"H2AFX"	0	0
"HABP4"	0	1
"HBP1"	0	0
"HBS1L"	0	0
"HCFC1"	0	0
"HCRT"	0	0
"HCRTR2"	0	0
"HDAC6"	0	1
"HDAC8"	0	0
"HDGF"	0	0
"HELZ2"	0	1
"HHIP"	0	0
"HIPK1"	0	0
"HIPK3"	0	0
"HMGA1"	0	0
"HMX1"	0	0
"HMX2"	0	0
"HNF1A"	0	0
"HNF4A"	0	0
"HNRNPK"	0	0
"HOXA11"	0	0
"HOXA6"	0	2
"HOXA7"	0	0
"HOXB1"	0	0
"HOXB13"	0	0
"HOXC12"	0	0
"HOXC5"	0	0
"HOXD9"	0	0
"HR"	0	0
"HRH2"	0	0
"HSFX2"	0	1
"HTATIP2"	0	0
"HTR1B"	0	0
"HTR1D"	0	1
"HUS1"	0	0
"ICMT"	0	0
"IDE"	0	0
"IFNAR2"	0	0
"IFNB1"	0	0
"IFNGR2"	0	0
"IGF2"	0	0
"IGFBP3"	0	0
"IGSF1"	0	1
"IKBKG"	0	0
"IKZF4"	0	1
"IL13RA1"	0	0
"IL1RAPL2"	0	1
"IL22"	0	0
"IL23R"	0	0
"IL3"	0	0
"ING3"	0	0
"INPP5B"	0	0
"INS"	0	0
"INSIG2"	0	0
"INSRR"	0	0
"INTS6"	0	0
"IQGAP1"	0	0
"IQSEC2"	0	1
"IRS1"	0	0
"IRS4"	0	0
"ITGA2B"	0	0
"ITGA7"	0	0
"ITGAV"	0	0
"ITGB1BP2"	0	0
"ITPKA"	0	0
"ITPKB"	0	0
"JADE1"	0	0
"JARID2"	0	0
"JMJD1C"	0	0
"JMJD6"	0	0
"JUN"	0	1
"JUND"	0	0
"KALRN"	0	0
"KCNH4"	0	1
"KCNH6"	0	1
"KCNIP1"	0	0
"KDM4C"	0	1
"KEAP1"	0	0
"KHDRBS2"	0	0
"KIFAP3"	0	0
"KLF9"	0	0
"KMT5A"	0	0
"KMT5C"	0	0
"KNG1"	0	0
"L3MBTL2"	0	0
"LATS1"	0	0
"LEMD3"	0	0
"LHX3"	0	0
"LHX6"	0	0
"LIN54"	0	0
"LMO1"	0	0
"LPAR3"	0	0
"LRP8"	0	0
"LRRFIP1"	0	0
"LRRFIP2"	0	0
"LRRN2"	0	0
"LTB4R"	0	0
"LZTR1"	0	1
"LZTS2"	0	0
"MACF1"	0	1
"MADCAM1"	0	0
"MADD"	0	0
"MAP2K4"	0	0
"MAP3K1"	0	0
"MAP3K10"	0	1
"MAP3K19"	0	0
"MAP3K4"	0	0
"MAPK13"	0	0
"MAPK14"	0	0
"MARK1"	0	0
"MBD3"	0	0
"MC2R"	0	1
"MC5R"	0	0
"MCC"	0	1
"MCTS1"	0	0
"MED15"	0	1
"MED17"	0	0
"MED18"	0	0
"MED19"	0	0
"MED22"	0	0
"MED23"	0	0
"MED28"	0	0
"MED30"	0	0
"MED4"	0	0
"MED6"	0	0
"MED7"	0	0
"MED8"	0	0
"MEIS1"	0	0
"MEIS2"	0	0
"MESD"	0	0
"MIER1"	0	0
"MIER2"	0	0
"MIER3"	0	0
"MINK1"	0	1
"MLH1"	0	0
"MLLT6"	0	0
"MLX"	0	0
"MLXIPL"	0	0
"MORC3"	0	0
"MORC4"	0	0
"MPP3"	0	1
"MRGPRX2"	0	0
"MRPL12"	0	0
"MRRF"	0	0
"MRTFA"	0	0
"MS4A12"	0	0
"MS4A5"	0	0
"MSH6"	0	0
"MSI2"	0	0
"MTDH"	0	0
"MTERF2"	0	0
"MTF2"	0	0
"MTOR"	0	1
"MTSS1L"	0	1
"MUSK"	0	0
"MXD4"	0	0
"MYCBP2"	0	1
"MYNN"	0	0
"MYOD1"	0	0
"MYSM1"	0	0
"NAA16"	0	0
"NACC2"	0	0
"NCOA1"	0	1
"NCOA7"	0	0
"NCR2"	0	0
"NCS1"	0	0
"NDFIP2"	0	0
"NDRG1"	0	0
"NECTIN2"	0	0
"NEUROD2"	0	0
"NEUROD4"	0	1
"NEUROD6"	0	0
"NF2"	0	0
"NFKBIZ"	0	0
"NHLH1"	0	1
"NIN"	0	0
"NKIRAS1"	0	0
"NME2"	0	0
"NOBOX"	0	0
"NODAL"	0	0
"NOS3"	0	0
"NOTCH1"	0	2
"NOX1"	0	0
"NPFFR1"	0	2
"NPHP1"	0	0
"NPY6R"	0	0
"NR0B1"	0	0
"NR1I2"	0	0
"NR1I3"	0	0
"NR3C1"	0	0
"NR6A1"	0	0
"NRG2"	0	0
"NRIP2"	0	1
"NRL"	0	1
"NRXN1"	0	0
"NSD2"	0	0
"NSG1"	0	0
"NTF3"	0	0
"NTRK3"	0	2
"NUFIP1"	0	0
"NUP98"	0	0
"OBSCN"	0	1
"ONECUT1"	0	0
"OPCML"	0	2
"OPRD1"	0	0
"OPRK1"	0	0
"OPRL1"	0	0
"OPRM1"	0	0
"OR10C1"	0	0
"OR10H1"	0	0
"OR10H3"	0	0
"OR10J1"	0	0
"OR1A1"	0	0
"OR1A2"	0	0
"OR1D2"	0	0
"OR1G1"	0	0
"OR2C1"	0	0
"OR2F1"	0	0
"OR2H1"	0	0
"OR2J2"	0	0
"OR2S2"	0	0
"OR4D2"	0	0
"OR51M1"	0	0
"OR56B1"	0	0
"OSMR"	0	0
"OXER1"	0	0
"OXSR1"	0	0
"P2RX6"	0	1
"P2RY11"	0	0
"P2RY4"	0	0
"PAK1"	0	0
"PAK2"	0	0
"PAK5"	0	1
"PASD1"	0	0
"PAX1"	0	0
"PAX2"	0	0
"PAX3"	0	0
"PAX4"	0	0
"PBX3"	0	1
"PBX4"	0	1
"PCBP1"	0	0
"PCGF1"	0	0
"PCSK7"	0	1
"PDE1C"	0	0
"PDE3A"	0	0
"PDE6A"	0	1
"PDE7A"	0	1
"PDE7B"	0	1
"PDZD3"	0	0
"PDZD8"	0	0
"PEG3"	0	1
"PGR"	0	2
"PHF1"	0	1
"PHF10"	0	0
"PHF5A"	0	0
"PHOX2A"	0	0
"PIAS2"	0	0
"PICALM"	0	0
"PIK3C2A"	0	0
"PIK3CA"	0	0
"PIK3CB"	0	0
"PIKFYVE"	0	0
"PINK1"	0	0
"PKD1"	0	0
"PKD1L3"	0	0
"PKD2"	0	0
"PKN1"	0	1
"PKNOX1"	0	0
"PLAA"	0	0
"PLCE1"	0	0
"PLCH2"	0	0
"PLD1"	0	0
"PLEKHG1"	0	1
"PLRG1"	0	0
"PLXNA4"	0	0
"POFUT1"	0	0
"POLD1"	0	0
"POLR3F"	0	0
"PORCN"	0	0
"PPP1R15B"	0	0
"PPP1R2"	0	0
"PPP1R9B"	0	0
"PPP2R5B"	0	1
"PPP2R5C"	0	0
"PPP4C"	0	0
"PQBP1"	0	0
"PRDM10"	0	0
"PRDM14"	0	1
"PRDM2"	0	2
"PRDM5"	0	0
"PRKACA"	0	1
"PRKACG"	0	1
"PRKAG1"	0	0
"PRKAG2"	0	0
"PRKAR1B"	0	0
"PRKD1"	0	0
"PRKG1"	0	1
"PRLH"	0	0
"PROP1"	0	1
"PSEN1"	0	0
"PSEN2"	0	0
"PTGDR2"	0	1
"PTGES3"	0	0
"PTPRA"	0	0
"PTPRD"	0	0
"PTPRM"	0	1
"PTPRZ1"	0	0
"PUF60"	0	0
"RAB11B"	0	0
"RAB14"	0	0
"RAB18"	0	0
"RAB1A"	0	0
"RAB1B"	0	0
"RAB21"	0	0
"RAB27B"	0	0
"RAB28"	0	0
"RAB2A"	0	0
"RAB37"	0	0
"RAB4B"	0	0
"RAB5A"	0	0
"RAB9B"	0	0
"RABL3"	0	0
"RAC1"	0	0
"RALBP1"	0	0
"RAPGEF6"	0	0
"RARA"	0	1
"RASA1"	0	0
"RASA2"	0	0
"RASL10A"	0	1
"RASSF5"	0	0
"RASSF8"	0	0
"RAX2"	0	0
"RBCK1"	0	0
"RBM15"	0	0
"RBPJ"	0	0
"RC3H2"	0	0
"RCAN2"	0	0
"RCHY1"	0	0
"RCOR2"	0	0
"RCVRN"	0	0
"REST"	0	0
"RFX6"	0	0
"RFX7"	0	0
"RFXAP"	0	0
"RGS7"	0	0
"RGS9"	0	1
"RHOD"	0	0
"RIC8B"	0	0
"RICTOR"	0	0
"RNF14"	0	0
"RNF2"	0	0
"RNF20"	0	0
"RNF213"	0	0
"RNF6"	0	0
"ROBO1"	0	1
"ROCK1"	0	0
"ROCK2"	0	0
"RPS14"	0	0
"RRAGB"	0	0
"RRAGC"	0	0
"RSPO1"	0	1
"RSU1"	0	0
"RTKN2"	0	0
"RUNX1"	0	1
"RUNX2"	0	0
"RXFP1"	0	1
"RXFP3"	0	0
"RXRG"	0	1
"RYBP"	0	0
"S100A1"	0	1
"S100A10"	0	0
"S1PR5"	0	0
"SAG"	0	0
"SARNP"	0	0
"SATB1"	0	0
"SCYL1"	0	0
"SEMA6A"	0	1
"SENP2"	0	0
"SF3B1"	0	0
"SFMBT1"	0	0
"SFN"	0	0
"SH2B2"	0	0
"SH3GL1"	0	0
"SH3GL2"	0	0
"SHARPIN"	0	0
"SHOX"	0	0
"SIK1"	0	0
"SIN3B"	0	0
"SIRT2"	0	2
"SIVA1"	0	0
"SIX5"	0	0
"SKI"	0	1
"SKIL"	0	0
"SLC1A2"	0	0
"SLC7A1"	0	0
"SMAD4"	0	0
"SMAD5-AS1"	0	0
"SMARCA5"	0	0
"SMARCAD1"	0	0
"SMARCD1"	0	0
"SMARCE1"	0	0
"SMPD1"	0	1
"SNAPC2"	0	0
"SNAPC3"	0	0
"SNAPC4"	0	0
"SNCAIP"	0	0
"SND1"	0	0
"SNX29"	0	2
"SOCS4"	0	0
"SOCS5"	0	0
"SOCS6"	0	0
"SOCS7"	0	0
"SOHLH2"	0	0
"SORBS3"	0	1
"SOS1"	0	0
"SOS2"	0	0
"SOX8"	0	1
"SP8"	0	0
"SPOP"	0	0
"SPTBN1"	0	1
"SRGAP2"	0	0
"SRGAP3"	0	1
"SSBP2"	0	0
"SSTR4"	0	0
"SSX3"	0	0
"STAC"	0	1
"STAC2"	0	0
"STAM"	0	0
"STARD13"	0	1
"STK11"	0	1
"STUB1"	0	0
"STYXL1"	0	0
"SUDS3"	0	0
"SUFU"	0	1
"SUPT4H1"	0	0
"SYDE1"	0	0
"SYNGAP1"	0	0
"TAAR1"	0	0
"TAAR5"	0	0
"TAB1"	0	1
"TAB2"	0	0
"TACR2"	0	0
"TACR3"	0	1
"TAF10"	0	0
"TAF13"	0	0
"TAF1B"	0	0
"TAF5L"	0	0
"TAF6L"	0	0
"TAF7"	0	0
"TAF9"	0	0
"TAS2R16"	0	0
"TBC1D12"	0	0
"TBC1D15"	0	0
"TBC1D17"	0	0
"TBC1D23"	0	0
"TBC1D5"	0	0
"TBL1XR1"	0	0
"TBX19"	0	0
"TBX4"	0	1
"TBX6"	0	0
"TCEAL3"	0	0
"TCEAL6"	0	1
"TDP2"	0	0
"TEAD1"	0	0
"TEC"	0	0
"TENM4"	0	0
"TERT"	0	0
"TFAP4"	0	0
"TFDP2"	0	0
"TFDP3"	0	0
"TFE3"	0	1
"TFG"	0	0
"TGFA"	0	0
"TGFB1I1"	0	0
"TGIF1"	0	0
"TIAM2"	0	0
"TIMM50"	0	0
"TMED1"	0	0
"TMEM30A"	0	0
"TMEM9B"	0	0
"TMOD2"	0	0
"TMPRSS6"	0	1
"TMX1"	0	0
"TNFRSF10B"	0	0
"TNFSF12"	0	1
"TNFSF18"	0	1
"TNK1"	0	0
"TOLLIP"	0	0
"TONSL"	0	0
"TOPORS"	0	0
"TPRA1"	0	0
"TRAF2"	0	0
"TRAF5"	0	0
"TRH"	0	0
"TRHR"	0	0
"TRIM16"	0	0
"TRIM23"	0	0
"TRIM25"	0	0
"TRIM55"	0	1
"TSC22D4"	0	0
"TSHZ1"	0	1
"TSPYL2"	0	0
"TXNDC12"	0	0
"TYK2"	0	0
"UACA"	0	0
"UBA3"	0	0
"UBE2D3"	0	0
"UBE3A"	0	0
"UBP1"	0	0
"ULK2"	0	0
"UNC5C"	0	0
"USP33"	0	0
"USP9X"	0	0
"UTF1"	0	0
"UTS2R"	0	0
"VENTX"	0	3
"VGLL2"	0	0
"VIPR2"	0	2
"VPS36"	0	0
"WASF2"	0	0
"XCR1"	0	0
"XPA"	0	0
"XRN2"	0	0
"YBX2"	0	0
"YWHAB"	0	0
"YWHAZ"	0	0
"ZBTB11"	0	0
"ZBTB26"	0	0
"ZBTB38"	0	0
"ZBTB39"	0	0
"ZBTB40"	0	0
"ZBTB46"	0	2
"ZBTB6"	0	0
"ZBTB7A"	0	0
"ZBTB8OS"	0	0
"ZC3H12B"	0	0
"ZC3H12C"	0	0
"ZC3H13"	0	0
"ZC4H2"	0	0
"ZCCHC17"	0	0
"ZCCHC4"	0	0
"ZCCHC7"	0	0
"ZCCHC9"	0	0
"ZDHHC12"	0	0
"ZDHHC20"	0	0
"ZDHHC24"	0	0
"ZDHHC5"	0	0
"ZEB1"	0	1
"ZFAND6"	0	0
"ZFP2"	0	0
"ZFP36L1"	0	0
"ZFP37"	0	0
"ZFP90"	0	0
"ZFP92"	0	1
"ZFPM1"	0	0
"ZFYVE19"	0	0
"ZHX1"	0	0
"ZKSCAN7"	0	0
"ZMAT4"	0	0
"ZMYM6"	0	0
"ZNF10"	0	0
"ZNF112"	0	0
"ZNF131"	0	0
"ZNF132"	0	0
"ZNF140"	0	0
"ZNF154"	0	1
"ZNF169"	0	0
"ZNF17"	0	0
"ZNF175"	0	1
"ZNF177"	0	0
"ZNF197"	0	0
"ZNF208"	0	0
"ZNF211"	0	1
"ZNF22"	0	0
"ZNF224"	0	0
"ZNF226"	0	0
"ZNF227"	0	0
"ZNF229"	0	0
"ZNF230"	0	0
"ZNF234"	0	0
"ZNF25"	0	1
"ZNF253"	0	0
"ZNF268"	0	0
"ZNF320"	0	0
"ZNF324"	0	1
"ZNF324B"	0	1
"ZNF326"	0	0
"ZNF331"	0	0
"ZNF333"	0	0
"ZNF335"	0	0
"ZNF341"	0	0
"ZNF343"	0	0
"ZNF358"	0	0
"ZNF37A"	0	0
"ZNF384"	0	0
"ZNF385D"	0	0
"ZNF391"	0	0
"ZNF408"	0	0
"ZNF425"	0	0
"ZNF430"	0	0
"ZNF439"	0	1
"ZNF442"	0	0
"ZNF445"	0	0
"ZNF45"	0	0
"ZNF451"	0	0
"ZNF460"	0	0
"ZNF474"	0	0
"ZNF480"	0	0
"ZNF485"	0	0
"ZNF490"	0	1
"ZNF501"	0	0
"ZNF511"	0	0
"ZNF518A"	0	0
"ZNF521"	0	0
"ZNF529"	0	0
"ZNF536"	0	0
"ZNF547"	0	0
"ZNF555"	0	0
"ZNF557"	0	0
"ZNF569"	0	0
"ZNF571"	0	0
"ZNF575"	0	1
"ZNF583"	0	0
"ZNF585A"	0	0
"ZNF589"	0	0
"ZNF613"	0	0
"ZNF614"	0	0
"ZNF616"	0	0
"ZNF621"	0	0
"ZNF624"	0	0
"ZNF626"	0	1
"ZNF641"	0	0
"ZNF644"	0	0
"ZNF655"	0	0
"ZNF675"	0	0
"ZNF684"	0	0
"ZNF700"	0	0
"ZNF766"	0	0
"ZNF770"	0	0
"ZNF771"	0	0
"ZNF780A"	0	0
"ZNF781"	0	0
"ZNF787"	0	0
"ZNF791"	0	0
"ZNF805"	0	0
"ZNF813"	0	0
"ZNF836"	0	1
"ZNF846"	0	1
"ZNF853"	0	0
"ZNHIT1"	0	0
"ZNHIT2"	0	0
"ZRSR2"	0	1
"ZSCAN22"	0	0
"ZSCAN25"	0	0
"ZSCAN29"	0	0
"ZSWIM1"	0	0
"ZSWIM3"	0	0
